2025-12-24 19:08:15,ml_motion_detected,157666
2025-12-24 19:23:03,ml_motion_detected,307200
2025-12-24 19:23:06,ml_motion_detected,116749
2025-12-24 19:23:08,ml_motion_detected,29956
2025-12-24 19:23:10,ml_motion_detected,130827
2025-12-24 19:23:12,ml_motion_detected,7241
2025-12-24 19:23:14,ml_motion_detected,17751
2025-12-24 19:23:16,ml_motion_detected,8479
2025-12-24 19:23:18,ml_motion_detected,6703
2025-12-24 19:23:20,ml_motion_detected,6246
2025-12-24 19:23:22,ml_motion_detected,5685
2025-12-24 19:23:24,ml_motion_detected,25087
2025-12-24 19:23:27,ml_motion_detected,9212
2025-12-24 19:23:29,ml_motion_detected,8281
2025-12-24 19:23:31,ml_motion_detected,4384
2025-12-24 19:23:33,ml_motion_detected,10355
2025-12-24 19:23:35,ml_motion_detected,5271
2025-12-24 19:23:37,ml_motion_detected,8557
2025-12-24 19:23:39,ml_motion_detected,6743
2025-12-24 19:23:41,ml_motion_detected,17077
2025-12-24 19:23:43,ml_motion_detected,11958
2025-12-24 19:23:45,ml_motion_detected,14104
2025-12-24 19:23:47,ml_motion_detected,10008
2025-12-24 19:23:49,ml_motion_detected,12119
2025-12-24 19:23:51,ml_motion_detected,10280
2025-12-24 19:23:54,ml_motion_detected,8294
2025-12-24 19:23:56,ml_motion_detected,6596
2025-12-24 19:25:49,ml_motion_detected,307200
2025-12-24 19:25:54,ml_motion_detected,20070
2025-12-24 19:25:58,ml_motion_detected,13425
2025-12-24 19:26:02,ml_motion_detected,9441
2025-12-24 19:26:11,ml_motion_detected,3665
2025-12-24 19:29:23,ml_motion_detected,307200
2025-12-24 19:29:27,ml_motion_detected,124318
2025-12-24 19:29:31,ml_motion_detected,8344
2025-12-24 19:29:36,ml_motion_detected,5309
