2025-12-24 19:02:00,ml_motion_detected,307200
2025-12-24 19:02:04,ml_motion_detected,304921
2025-12-24 19:02:08,ml_motion_detected,43533
2025-12-24 19:02:12,ml_motion_detected,8119
2025-12-24 19:02:16,ml_motion_detected,5426
2025-12-24 19:02:20,ml_motion_detected,3677
2025-12-24 19:02:24,ml_motion_detected,14063
2025-12-24 19:02:28,ml_motion_detected,9874
2025-12-24 19:02:33,ml_motion_detected,22417
2025-12-24 19:02:37,ml_motion_detected,20094
2025-12-24 19:02:41,ml_motion_detected,19195
2025-12-24 19:02:45,ml_motion_detected,17342
2025-12-24 19:02:49,ml_motion_detected,10781
2025-12-24 19:02:53,ml_motion_detected,15751
2025-12-24 19:02:57,ml_motion_detected,16661
2025-12-24 19:03:02,ml_motion_detected,8980
2025-12-24 19:03:06,ml_motion_detected,16093
2025-12-24 19:03:10,ml_motion_detected,18241
2025-12-24 19:03:14,ml_motion_detected,12873
2025-12-24 19:03:18,ml_motion_detected,11794
2025-12-24 19:03:22,ml_motion_detected,17808
2025-12-24 19:03:26,ml_motion_detected,14704
2025-12-24 19:03:31,ml_motion_detected,13463
2025-12-24 19:03:35,ml_motion_detected,8388
2025-12-24 19:03:39,ml_motion_detected,7969
2025-12-24 19:03:43,ml_motion_detected,13560
2025-12-24 19:03:47,ml_motion_detected,10188
2025-12-24 19:03:51,ml_motion_detected,8673
2025-12-24 19:03:55,ml_motion_detected,33521
2025-12-24 19:04:00,ml_motion_detected,15851
2025-12-24 19:04:04,ml_motion_detected,12128
2025-12-24 19:04:08,ml_motion_detected,12756
2025-12-24 19:04:12,ml_motion_detected,10232
2025-12-24 19:04:16,ml_motion_detected,10366
2025-12-24 19:04:20,ml_motion_detected,10338
2025-12-24 19:04:25,ml_motion_detected,8550
2025-12-24 19:04:27,ml_motion_detected,6269
2025-12-24 19:04:31,ml_motion_detected,9118
2025-12-24 19:04:33,ml_motion_detected,12457
2025-12-24 19:04:37,ml_motion_detected,33848
2025-12-24 19:04:41,ml_motion_detected,32952
2025-12-24 19:04:45,ml_motion_detected,27777
2025-12-24 19:04:49,ml_motion_detected,20618
2025-12-24 19:04:53,ml_motion_detected,16997
2025-12-24 19:04:58,ml_motion_detected,14997
2025-12-24 19:05:02,ml_motion_detected,17932
2025-12-24 19:05:06,ml_motion_detected,16945
2025-12-24 19:05:10,ml_motion_detected,11193
2025-12-24 19:05:14,ml_motion_detected,44419
2025-12-24 19:05:18,ml_motion_detected,25631
2025-12-24 19:05:22,ml_motion_detected,20384
2025-12-24 19:05:27,ml_motion_detected,25423
2025-12-24 19:05:31,ml_motion_detected,25942
2025-12-24 19:05:35,ml_motion_detected,26396
2025-12-24 19:05:39,ml_motion_detected,26026
2025-12-24 19:05:43,ml_motion_detected,39690
2025-12-24 19:05:47,ml_motion_detected,43842
2025-12-24 19:05:52,ml_motion_detected,35488
2025-12-24 19:05:56,ml_motion_detected,36376
2025-12-24 19:06:00,ml_motion_detected,43080
2025-12-24 19:06:04,ml_motion_detected,37410
2025-12-24 19:06:09,ml_motion_detected,36037
2025-12-24 19:06:13,ml_motion_detected,33662
2025-12-24 19:06:17,ml_motion_detected,37653
2025-12-24 19:06:21,ml_motion_detected,32185
2025-12-24 19:06:25,ml_motion_detected,28953
2025-12-24 19:06:30,ml_motion_detected,23292
2025-12-24 19:06:34,ml_motion_detected,19062
2025-12-24 19:06:38,ml_motion_detected,18717
2025-12-24 19:06:42,ml_motion_detected,18501
2025-12-24 19:07:39,ml_motion_detected,307200
2025-12-24 19:07:43,ml_motion_detected,293725
2025-12-24 19:07:47,ml_motion_detected,237265
2025-12-24 19:07:51,ml_motion_detected,250045
2025-12-24 19:07:55,ml_motion_detected,209156
2025-12-24 19:07:59,ml_motion_detected,189594
2025-12-24 19:08:03,ml_motion_detected,179433
2025-12-24 19:08:07,ml_motion_detected,208588
2025-12-24 19:08:11,ml_motion_detected,189821
